query,model,quality_score,latency,cost
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在211字以内。,Model1,0.6022,758.21,1.4258
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在211字以内。,Model2,0.6504,746.98,1.7266
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在211字以内。,Model3,0.6992,809.27,2.2334
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在211字以内。,Model4,0.8823,976.11,2.7980
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在211字以内。,Model5,0.8406,1039.94,3.3702
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在211字以内。,Model6,0.8623,1035.90,4.3583
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在211字以内。,Model7,0.9047,1147.65,5.3259
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在211字以内。,Model8,0.8895,1316.61,6.3860
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在211字以内。,Model9,0.9050,1539.11,8.4141
一个项目成功概率为0.7，连续两次至少成功一次的概率是多少？ 要求包含5个要点，控制在211字以内。,Model10,0.9204,1559.93,10.3450
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在228字以内。,Model1,0.5006,777.41,1.5578
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在228字以内。,Model2,0.5325,953.63,1.8678
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在228字以内。,Model3,0.8286,1003.98,2.3959
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在228字以内。,Model4,0.7294,1064.80,3.1491
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在228字以内。,Model5,0.7457,1171.33,3.6802
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在228字以内。,Model6,0.8533,1156.74,4.6251
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在228字以内。,Model7,0.8402,1414.86,5.8902
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在228字以内。,Model8,0.8048,1546.68,7.3751
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在228字以内。,Model9,0.8626,1813.66,9.2738
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在228字以内。,Model10,0.8838,1919.37,11.3863
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在245字以内。,Model1,0.9184,633.89,1.4572
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在245字以内。,Model2,0.8800,661.46,1.7928
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在245字以内。,Model3,0.8564,698.80,2.2733
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在245字以内。,Model4,0.8490,750.78,2.7882
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在245字以内。,Model5,0.9160,871.69,3.5122
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在245字以内。,Model6,0.8822,808.83,4.4767
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在245字以内。,Model7,0.9077,976.65,5.7278
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在245字以内。,Model8,0.9372,1076.37,6.9640
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在245字以内。,Model9,0.9422,1253.11,8.8589
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在245字以内。,Model10,0.9488,1363.50,10.5567
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在262字以内。,Model1,0.7798,699.21,1.8543
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在262字以内。,Model2,0.8876,748.97,2.2262
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在262字以内。,Model3,0.7864,810.70,2.8662
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在262字以内。,Model4,0.7549,908.49,3.5227
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在262字以内。,Model5,0.8782,946.78,4.3582
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在262字以内。,Model6,0.8065,1034.22,5.4093
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在262字以内。,Model7,0.8386,1312.63,6.9378
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在262字以内。,Model8,0.9020,1196.78,8.4324
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在262字以内。,Model9,0.9138,1378.05,10.5610
把下面句子翻译成简洁、正式的英文：模型价格变化后，路由策略应自动调整。 要求包含4个要点，控制在262字以内。,Model10,0.9196,1729.42,13.1450
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在279字以内。,Model1,0.8371,899.66,1.7294
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在279字以内。,Model2,0.7611,902.52,2.0354
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在279字以内。,Model3,0.8265,925.28,2.6821
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在279字以内。,Model4,0.7289,1115.47,3.0651
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在279字以内。,Model5,0.8093,1179.93,3.8730
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在279字以内。,Model6,0.8001,1328.62,4.6606
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在279字以内。,Model7,0.8100,1276.14,6.1431
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在279字以内。,Model8,0.8516,1617.84,7.7144
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在279字以内。,Model9,0.8731,1541.07,9.6778
把以下内容整理为 key-value：客户=远航制造；问题=接口超时；优先级=高。 要求包含5个要点，控制在279字以内。,Model10,0.8862,1762.73,11.7976
为什么数据库索引在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在296字以内。,Model1,0.8694,625.45,1.3095
为什么数据库索引在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在296字以内。,Model2,0.8773,639.51,1.5412
为什么数据库索引在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在296字以内。,Model3,0.8660,777.51,1.9498
为什么数据库索引在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在296字以内。,Model4,0.8902,883.25,2.4003
为什么数据库索引在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在296字以内。,Model5,0.9140,876.73,2.9253
为什么数据库索引在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在296字以内。,Model6,0.9080,936.47,3.7428
为什么数据库索引在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在296字以内。,Model7,0.9215,970.82,4.7054
为什么数据库索引在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在296字以内。,Model8,0.9336,1151.68,6.0205
为什么数据库索引在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在296字以内。,Model9,0.9391,1235.36,7.4499
为什么数据库索引在实际系统中重要？请用通俗语言回答。 要求包含2个要点，控制在296字以内。,Model10,0.9456,1443.06,9.2635
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在93字以内。,Model1,0.5426,772.07,1.6209
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在93字以内。,Model2,0.5966,887.88,1.8648
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在93字以内。,Model3,0.6362,926.39,2.4442
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在93字以内。,Model4,0.8471,1124.65,2.9536
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在93字以内。,Model5,0.8075,1284.72,3.5312
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在93字以内。,Model6,0.8295,1092.89,4.4600
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在93字以内。,Model7,0.8852,1362.33,6.0738
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在93字以内。,Model8,0.8560,1493.85,6.9103
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在93字以内。,Model9,0.8822,1383.82,8.9260
一个项目成功概率为0.4，连续两次至少成功一次的概率是多少？ 要求包含3个要点，控制在93字以内。,Model10,0.9076,1684.39,11.3450
用 Python 编写函数，将列表中的重复元素去除并保持原顺序。 要求包含4个要点，控制在110字以内。,Model1,0.4231,878.43,1.6969
用 Python 编写函数，将列表中的重复元素去除并保持原顺序。 要求包含4个要点，控制在110字以内。,Model2,0.4800,1066.56,2.0966
用 Python 编写函数，将列表中的重复元素去除并保持原顺序。 要求包含4个要点，控制在110字以内。,Model3,0.8037,1074.93,2.7129
